time,depth,lat,lon,uo,vo,thetao,bottomT,so
2020-11-16,1.0182366371154783,38.52083206176758,20.54166603088379,-0.24274635,0.07776602,21.393642,16.365648,39.341106
2020-11-16,1.0182366371154783,38.52083206176758,20.58333396911621,-0.2631358,0.027367294,21.407425,15.793072,39.341736
2020-11-16,1.0182366371154783,38.52083206176758,20.625,-0.2666509,0.008738925,21.420527,15.8532915,39.342487
2020-11-16,1.0182366371154783,38.52083206176758,20.66666603088379,-0.28723323,0.076257385,21.433548,16.626766,39.343224
2020-11-16,1.0182366371154783,38.5625,20.54166603088379,-0.47710466,0.11345189,21.443785,16.879108,39.3416
2020-11-16,1.0182366371154783,38.5625,20.58333396911621,-0.46060133,0.027367294,21.458143,17.607767,39.3422
2020-11-16,1.0182366371154783,38.5625,20.625,-0.432777,0.008738925,21.466957,17.003777,39.342636
2020-11-16,1.0182366371154783,38.5625,20.66666603088379,-0.38438684,0.076257385,21.476135,16.643246,39.3431
2020-11-16,3.1657474040985107,38.52083206176758,20.54166603088379,-0.242901,0.077855445,21.392561,16.365648,39.341038
2020-11-16,3.1657474040985107,38.52083206176758,20.58333396911621,-0.26329842,0.027436448,21.40639,15.793072,39.341667
2020-11-16,3.1657474040985107,38.52083206176758,20.625,-0.26681006,0.008789808,21.419546,15.8532915,39.342422
2020-11-16,3.1657474040985107,38.52083206176758,20.66666603088379,-0.28737822,0.07630662,21.432634,16.626766,39.343163
2020-11-16,3.1657474040985107,38.5625,20.54166603088379,-0.4772649,0.11352643,21.44279,16.879108,39.341537
2020-11-16,3.1657474040985107,38.5625,20.58333396911621,-0.46076426,0.027436448,21.457201,17.607767,39.34214
2020-11-16,3.1657474040985107,38.5625,20.625,-0.43293864,0.008789808,21.466055,17.003777,39.34257
2020-11-16,3.1657474040985107,38.5625,20.66666603088379,-0.3845363,0.07630662,21.475254,16.643246,39.343037
2020-11-16,5.464963436126709,38.52083206176758,20.54166603088379,-0.24287485,0.07795806,21.391714,16.365648,39.340977
2020-11-16,5.464963436126709,38.52083206176758,20.58333396911621,-0.26329854,0.027525136,21.405539,15.793072,39.341606
2020-11-16,5.464963436126709,38.52083206176758,20.625,-0.26682588,0.008875291,21.418701,15.8532915,39.34236
2020-11-16,5.464963436126709,38.52083206176758,20.66666603088379,-0.28739417,0.07638788,21.431791,16.626766,39.343105
2020-11-16,5.464963436126709,38.5625,20.54166603088379,-0.47728333,0.11359124,21.44201,16.879108,39.34148
2020-11-16,5.464963436126709,38.5625,20.58333396911621,-0.46078467,0.027525136,21.456436,17.607767,39.342083
2020-11-16,5.464963436126709,38.5625,20.625,-0.43296653,0.008875291,21.465319,17.003777,39.342518
2020-11-16,5.464963436126709,38.5625,20.66666603088379,-0.38456133,0.07638788,21.474533,16.643246,39.342983
2020-11-16,7.920377254486084,38.52083206176758,20.54166603088379,-0.24282822,0.078006305,21.391613,16.365648,39.340965
2020-11-16,7.920377254486084,38.52083206176758,20.58333396911621,-0.26326922,0.027580552,21.405437,15.793072,39.3416
2020-11-16,7.920377254486084,38.52083206176758,20.625,-0.26680222,0.008929074,21.418596,15.8532915,39.342354
2020-11-16,7.920377254486084,38.52083206176758,20.66666603088379,-0.28736442,0.07644096,21.431677,16.626766,39.343094
2020-11-16,7.920377254486084,38.5625,20.54166603088379,-0.4772645,0.11362105,21.441908,16.879108,39.341473
2020-11-16,7.920377254486084,38.5625,20.58333396911621,-0.46076676,0.027580552,21.456345,17.607767,39.342075
2020-11-16,7.920377254486084,38.5625,20.625,-0.43295658,0.008929074,21.465235,17.003777,39.34251
2020-11-16,7.920377254486084,38.5625,20.66666603088379,-0.38454816,0.07644096,21.474447,16.643246,39.342976
2020-11-16,10.536603927612305,38.52083206176758,20.54166603088379,-0.24274181,0.07803463,21.39152,16.365648,39.340958
2020-11-16,10.536603927612305,38.52083206176758,20.58333396911621,-0.26322708,0.027649172,21.40535,15.793072,39.34159
2020-11-16,10.536603927612305,38.52083206176758,20.625,-0.26675653,0.0089756735,21.418507,15.8532915,39.34235
2020-11-16,10.536603927612305,38.52083206176758,20.66666603088379,-0.28731623,0.076488465,21.431587,16.626766,39.34309
2020-11-16,10.536603927612305,38.5625,20.54166603088379,-0.47722018,0.11363149,21.44181,16.879108,39.341465
2020-11-16,10.536603927612305,38.5625,20.58333396911621,-0.46072668,0.027649172,21.456255,17.607767,39.34207
2020-11-16,10.536603927612305,38.5625,20.625,-0.43292665,0.0089756735,21.465155,17.003777,39.342503
2020-11-16,10.536603927612305,38.5625,20.66666603088379,-0.3845196,0.076488465,21.474361,16.643246,39.342968
2020-11-16,13.318384170532228,38.52083206176758,20.54166603088379,-0.2425909,0.07807025,21.391418,16.365648,39.34095
2020-11-16,13.318384170532228,38.52083206176758,20.58333396911621,-0.26316783,0.027740944,21.405254,15.793072,39.341583
2020-11-16,13.318384170532228,38.52083206176758,20.625,-0.2666929,0.009034042,21.418406,15.8532915,39.342346
2020-11-16,13.318384170532228,38.52083206176758,20.66666603088379,-0.28725576,0.0765395,21.43149,16.626766,39.343082
2020-11-16,13.318384170532228,38.5625,20.54166603088379,-0.47715026,0.11364426,21.441708,16.879108,39.34146
2020-11-16,13.318384170532228,38.5625,20.58333396911621,-0.4606641,0.027740944,21.456152,17.607767,39.342064
2020-11-16,13.318384170532228,38.5625,20.625,-0.43288255,0.009034042,21.465063,17.003777,39.342495
2020-11-16,13.318384170532228,38.5625,20.66666603088379,-0.38447726,0.0765395,21.474264,16.643246,39.34296
