地区,undergraduate_enrollment,RD_effec_patent,invention_granted,tech_invest,patent,RD_apply_patent,invention_apply,st_people,new_product_fund,st_fund,edu_expense,RD_fund,tech_job,ftime_equ_personnel,tech_market_turnover,GDP,ave_students_enrolled,wage_tech,new_product_sales_revenue
北京市,13.63,70538,198778,449.45,70538.0,28221,283134,61.2,6066577,449.45,15325981,3135144.0,61.2,41496.0,7005.65,41045.6,5313,215797,82529591
天津市,8.96,26326,97910,103.97,26326.0,18952,90471,11.6,2880824,103.97,6664572,2512635.0,11.6,49404.0,1256.83,15685.1,5153,179557,48140869
河北省,21.88,34240,120034,112.64,34240.0,30171,130705,15.6,7209207,112.64,21927812,5703924.0,15.6,83401.0,747.32,40397.1,2926,93508,96682633
山西省,12.48,12336,37379,83.38,12336.0,10152,40460,7.6,1871006,83.38,11140175,1862448.0,7.6,35468.0,134.47,22870.4,3112,91304,29406029
内蒙古自治区,6.38,6847,24362,35.28,6847.0,7722,29462,5.9,1492892,35.28,8595861,1547744.0,5.9,15433.0,41.15,21166.0,2351,92225,16554915
辽宁省,17.45,31740,80191,78.45,31740.0,20104,88504,10.7,3824926,78.45,11110019,3672792.0,10.7,63156.0,755.12,27569.5,3742,106778,50108739
吉林省,12.14,7109,29879,38.43,7109.0,7949,38807,6.9,1677694,38.43,7092031,858433.0,6.9,16124.0,108.15,13163.8,4550,100297,29551441
黑龙江省,13.76,9611,38884,43.52,9611.0,6691,47577,6.0,1108843,43.52,8440981,887690.0,6.0,15444.0,350.14,14858.2,3448,97529,12522414
上海市,9.82,66509,179317,422.7,66509.0,41431,232918,35.8,10765301,422.7,15764758,6983293.0,35.8,93966.0,2545.49,43653.2,3691,236279,105748814
江苏省,28.73,242423,640917,671.59,242423.0,207371,696693,27.2,33574354,671.59,37333811,27166319.0,27.2,612676.0,2606.17,117392.4,3531,157913,426223729
浙江省,15.62,120873,465468,578.6,120873.0,159920,503197,21.7,23250693,578.6,31651797,15916604.0,21.7,482140.0,1855.78,74040.8,2632,174772,368901158
安徽省,17.37,78480,153475,416.09,78480.0,75058,196427,10.7,9088347,416.09,18979388,7391200.0,10.7,170421.0,1787.71,42565.2,3089,118465,151017266
福建省,13.09,45695,153814,155.11,45695.0,51551,160703,8.3,8210449,155.11,15320230,7716534.0,8.3,186328.0,196.8,49566.1,3023,139416,78221353
江西省,15.52,21690,97372,210.95,21690.0,32350,100930,7.1,5884402,210.95,16514212,3978466.0,7.1,97497.0,409.38,29827.8,4001,109012,95750449
山东省,26.65,103410,329838,372.32,103410.0,98190,369470,22.6,17475012,372.32,34007897,15653402.0,22.6,349379.0,2477.79,82875.2,3429,120830,275403023
河南省,29.73,42849,158038,329.25,42849.0,45391,167550,18.4,5943870,329.25,27674810,7640132.0,18.4,162562.0,607.33,58071.4,3424,91438,88258121
湖北省,22.47,61986,155169,314.57,61986.0,54807,175312,17.3,9324551,314.57,17932016,7235941.0,17.3,147504.0,2090.78,50091.2,3914,135198,136955566
湖南省,20.1,46937,98936,217.3,46937.0,40576,114167,13.4,9416664,217.3,20038528,7661149.0,13.4,143908.0,1261.26,45713.5,3487,108870,121692312
广东省,29.37,511717,872209,982.76,511717.0,340935,980634,51.5,46369762,982.76,60188062,29021849.0,51.5,709119.0,4099.61,124719.5,2922,171581,496849026
广西壮族自治区,13.34,14995,46804,71.13,14995.0,11641,55987,8.8,2173118,71.13,16448664,1370239.0,8.8,28508.0,940.58,25209.1,3432,111447,30334971
海南省,2.99,2348,13632,40.47,2348.0,1613,17679,3.1,281651,40.47,4648209,141545.0,3.1,2911.0,28.42,6504.1,2839,112790,2445040
重庆市,11.97,24388,76206,92.64,24388.0,22240,83555,8.2,4904174,92.64,12761688,4245267.0,8.2,83845.0,184.52,28077.3,3605,149205,69951788
四川省,24.54,48898,146936,273.12,48898.0,41236,163664,22.5,5720504,273.12,25912560,4801710.0,22.5,95650.0,1388.69,54088.0,2925,138545,61387535
贵州省,8.96,9357,39267,88.34,9357.0,8372,41733,5.5,1054368,88.34,15080783,1210567.0,5.5,26717.0,289.27,19458.6,2593,109495,10207676
云南省,11.51,11021,41167,61.85,11021.0,9467,47997,9.6,1374209,61.85,16694079,1764956.0,9.6,28234.0,106.1,27161.6,2871,119189,12055832
西藏自治区,0.72,227,1929,8.34,227.0,100,2644,1.1,20691,8.34,3335508,24782.0,1.1,266.0,1.73,2080.2,1634,145640,54323
陕西省,17.78,24226,86272,93.0,24226.0,16285,105652,13.5,3524257,93.0,14151375,3196867.0,13.5,50997.0,2343.44,30121.7,4279,118458,38113676
甘肃省,7.61,4842,26056,34.95,4842.0,4645,30165,7.6,540833,34.95,8498438,642948.0,7.6,12547.0,280.39,10225.5,2999,111817,7662666
青海省,1.22,1224,6591,12.19,1224.0,1354,7448,2.1,168851,12.19,3066904,138488.0,2.1,1626.0,14.1,3385.1,1613,117164,1714617
宁夏回族自治区,2.41,3397,12885,29.0,3397.0,3935,14579,1.8,558709,29.0,2838672,517577.0,1.8,10930.0,25.09,4588.2,2749,114316,5400468
新疆维吾尔自治区,6.4,5670,21178,42.86,5670.0,5181,22221,7.0,771845,42.86,11146119,541819.0,7.0,8995.0,18.85,16311.6,2526,110854,5820921
