地区,undergraduate_enrollment,RD_effec_patent,invention_granted,tech_invest,patent,RD_apply_patent,invention_apply,st_people,new_product_fund,st_fund,edu_expense,RD_fund,tech_job,ftime_equ_personnel,tech_market_turnover,GDP,ave_students_enrolled,wage_tech,new_product_sales_revenue
北京市,13.09,48656,131716,433.42,48656.0,22552,226113,68.9,4244502,433.42,14794780,2851859.0,68.9,44241.0,5695.28,35445.1,5320,196767,52201988
天津市,9.02,20856,57799,109.93,20856.0,15634,96045,11.1,2120384,109.93,6270839,2134320.0,11.1,45685.0,909.25,14055.5,4214,172063,38466201
河北省,21.29,21487,57809,90.7,21487.0,21570,101274,16.4,5046187,90.7,19921191,4385826.0,16.4,76096.0,381.19,34978.6,2596,90917,64847324
山西省,12.28,8619,16598,57.72,8619.0,6201,31705,7.7,1403231,57.72,9857999,1380813.0,7.7,27478.0,109.52,16961.6,2515,79001,19892632
内蒙古自治区,6.32,5491,11059,28.49,5491.0,5064,21069,7.0,925345,28.49,8105720,1183625.0,7.0,15001.0,22.48,17212.5,2053,88303,11274431
辽宁省,16.95,22848,40037,74.03,22848.0,13783,69732,9.8,3420219,74.03,10593957,3102482.0,9.8,52104.0,557.59,24855.3,3136,98090,42835981
吉林省,12.07,4853,15579,39.18,4853.0,6256,31052,7.8,1769661,39.18,6777422,684086.0,7.8,11849.0,474.13,11726.8,3373,82234,26275923
黑龙江省,13.57,6232,19989,42.16,6232.0,4449,37313,8.6,748699,42.16,8115856,714862.0,8.6,15054.0,232.88,13544.4,2531,94140,7336240
上海市,9.57,53559,100587,389.54,53559.0,35326,173586,36.2,8516190,389.54,14125408,5906504.0,36.2,80694.0,1422.35,37987.6,3582,184920,101409491
江苏省,27.43,180893,314395,572.04,180893.0,175906,594249,27.3,27013149,572.04,31093313,22061581.0,27.3,508375.0,1471.52,98656.8,3311,128141,301019390
浙江省,15.16,75770,285342,516.06,75770.0,114326,435883,18.0,15316802,516.06,27343770,12742260.0,18.0,451752.0,888.01,62462.0,2509,154576,260993704
安徽省,16.61,54798,82524,377.95,54798.0,55520,166871,10.6,6192560,377.95,16375812,5765371.0,10.6,124491.0,449.61,36845.5,2447,95977,96985530
福建省,12.84,34668,98955,133.41,34668.0,37196,153133,7.9,5806318,133.41,13429131,5985139.0,7.9,126089.0,139.59,42326.6,2577,118649,57893119
江西省,14.57,13328,59140,182.92,13328.0,27813,91474,6.4,4584841,182.92,14535470,3202151.0,6.4,85032.0,148.61,24667.3,3010,97846,63281504
山东省,26.46,67896,146481,305.76,67896.0,57339,263211,18.2,10566243,305.76,29001760,12109485.0,18.2,198205.0,1110.02,70540.5,2855,103794,134800845
河南省,28.73,30245,86247,211.07,30245.0,30397,144010,17.6,4980837,211.07,26685217,6087153.0,17.6,140361.0,231.89,53717.8,2913,89322,67883527
湖北省,21.74,38000,73940,319.28,38000.0,35149,141321,17.0,6909409,319.28,16067052,5865143.0,17.0,115743.0,1429.84,45429.0,3248,114627,97076662
湖南省,18.88,39642,54685,171.92,39642.0,30900,106113,13.4,6593679,171.92,17753672,5931485.0,13.4,106946.0,490.69,39894.1,2873,87971,81053560
广东省,28.82,375515,527390,1168.79,375515.0,272616,807700,47.3,38649832,1168.79,49187551,23148566.0,47.3,642490.0,2223.08,107986.9,2751,144174,429700648
广西壮族自治区,13.0,8176,22687,72.33,8176.0,6373,41900,7.4,1445180,72.33,14367736,1044742.0,7.4,22102.0,77.56,21237.1,2887,95268,18382401
海南省,3.12,1501,4423,30.1,1501.0,734,9302,2.1,159612,30.1,4243935,108154.0,2.1,1779.0,9.11,5330.8,2497,92199,935498
重庆市,11.77,18281,43872,79.23,18281.0,16650,67271,7.6,3421298,79.23,11442967,3358918.0,7.6,62424.0,56.65,23605.8,3258,128155,43654109
四川省,23.52,39658,82066,184.95,39658.0,29678,131529,15.3,4030592,184.95,22547121,3878572.0,15.3,78289.0,1211.95,46363.8,2546,133828,42118322
贵州省,9.47,7740,24729,114.13,7740.0,6919,44328,4.8,856777,114.13,13622935,910206.0,4.8,23164.0,227.18,16769.3,2453,95520,8188302
云南省,10.82,10131,22324,59.0,10131.0,7611,35212,9.4,1227702,59.0,14833632,1297741.0,9.4,29440.0,82.7,23223.8,2401,104725,9395451
西藏自治区,0.68,156,1020,7.28,156.0,51,2304,1.2,6657,7.28,2881230,5574.0,1.2,264.0,0.96,1697.8,1588,134475,230104
陕西省,17.2,18774,44101,71.38,18774.0,12797,92087,12.9,2654451,71.38,12490355,2408037.0,12.9,42983.0,1467.35,25793.2,3812,98029,25660429
甘肃省,7.3,3413,14894,29.39,3413.0,3393,27637,6.6,457278,29.39,7998741,505544.0,6.6,8547.0,196.42,8718.3,2396,99718,5527138
青海省,1.11,760,3046,10.37,760.0,1088,5017,1.8,91755,10.37,2894894,93712.0,1.8,2379.0,9.1,2941.1,1486,100798,1233887
宁夏回族自治区,2.2,2777,5555,31.26,2777.0,2885,9275,1.4,310908,31.26,2532754,415733.0,1.4,8073.0,14.9,3748.5,2581,93039,4476886
新疆维吾尔自治区,5.68,3351,8652,40.81,3351.0,3632,14771,6.6,386888,40.81,10214911,441347.0,6.6,4698.0,7.82,13597.1,2106,95077,5571410
