地区,undergraduate_enrollment,RD_effec_patent,invention_granted,tech_invest,patent,RD_apply_patent,invention_apply,st_people,new_product_fund,st_fund,edu_expense,RD_fund,tech_job,ftime_equ_personnel,tech_market_turnover,GDP,ave_students_enrolled,wage_tech,new_product_sales_revenue
北京市,11.37,5618,17747,112.19,5618.0,7124,43508,40.1,1049977,112.19,4690166,1010862.0,40.1,43209.0,1027.22,11813.1,6750,71895,30589115
天津市,6.4,3050,6790,28.65,3050.0,5227,18230,6.4,1335080,28.65,2060843,1082657.0,6.4,28340.0,86.61,5182.4,4534,60819,27501772
河北省,12.57,1058,5496,21.67,1058.0,1855,9128,8.2,792676,21.67,5584914,766113.0,8.2,27259.0,16.59,14200.1,1811,36825,10685885
山西省,6.72,603,2279,17.64,603.0,1238,5386,5.9,564881,17.64,3328404,488855.0,5.9,31412.0,12.84,7223.0,1979,27614,6677513
内蒙古自治区,4.56,288,1328,15.36,288.0,673,2221,4.2,203699,15.36,2625527,291985.0,4.2,11752.0,9.44,6242.4,1650,31047,3439675
辽宁省,14.64,1496,10665,49.02,1496.0,3678,20893,10.2,1354279,49.02,4792311,1378167.0,10.2,45568.0,99.73,12137.7,2621,37816,19196748
吉林省,9.85,480,2984,13.41,480.0,867,5536,6.3,494772,13.41,2714195,267007.0,6.3,9470.0,19.61,4834.7,2659,30112,12104628
黑龙江省,11.27,1002,4574,20.09,1002.0,1320,7974,11.2,468122,20.09,3386551,505877.0,11.2,28283.0,41.26,7134.2,2352,34096,4529219
上海市,8.71,3111,24468,120.27,3111.0,8288,52835,18.1,2038746,120.27,4823026,2005734.0,18.1,43815.0,386.17,14536.9,4371,75642,48948483
江苏省,22.12,9680,44438,91.52,9680.0,21901,128002,9.4,6197076,91.52,9964272,4808289.0,9.4,155781.0,94.02,30945.5,2679,48834,72434173
浙江省,12.8,11098,52953,86.79,11098.0,33652,89931,9.6,4080592,86.79,7972834,2757063.0,9.6,126273.0,58.92,21284.6,2324,50491,64081539
安徽省,11.21,3508,4346,23.78,3508.0,4490,10409,5.6,1023694,23.78,4383732,691431.0,5.6,32904.0,32.49,9517.7,1658,28850,11042095
福建省,8.54,1648,7937,25.63,1648.0,3246,13181,4.5,1177129,25.63,3898541,837778.0,4.5,41784.0,17.97,10931.8,1937,36583,17463972
江西省,9.18,406,2295,11.14,406.0,756,3746,4.9,467494,11.14,3333171,495245.0,4.9,17537.0,7.76,6934.2,2062,25533,6014402
山东省,18.5,5453,26688,57.13,5453.0,14276,60247,8.9,3823546,57.13,7749148,3759077.0,8.9,124042.0,66.01,27106.2,2071,36770,55876878
河南省,15.04,2102,9133,30.44,2102.0,5244,19090,11.9,1110969,30.44,6561523,976394.0,11.9,52482.0,25.44,17735.9,1648,28998,14541593
湖北省,16.77,2047,8374,23.06,2047.0,3650,21147,10.1,1052415,23.06,4519593,872514.0,10.1,42282.0,62.9,11497.5,2724,32107,17979118
湖南省,13.18,2356,6133,26.59,2356.0,3204,14016,6.8,1004659,26.59,5066050,811298.0,6.8,32465.0,47.7,11307.4,1966,31400,16020244
广东省,18.36,18757,62031,132.52,18757.0,38958,103883,15.1,5320951,132.52,11661554,4423514.0,15.1,197488.0,201.63,36704.2,1821,58143,74695491
广西壮族自治区,6.14,568,2228,16.21,568.0,1072,3884,6.0,365544,16.21,3476223,239850.0,6.0,9358.0,2.7,6455.4,1352,30827,5941510
海南省,1.81,29,341,4.5,29.0,156,873,1.5,44981,4.5,928981,8768.0,1.5,554.0,3.56,1474.7,1800,23619,698994
重庆市,7.63,1058,4820,15.13,1058.0,4490,8324,5.3,630399,15.13,2662580,465280.0,5.3,23174.0,62.19,5899.5,2192,41326,16811441
四川省,15.21,1649,13369,25.82,1649.0,3096,24335,12.5,907911,25.82,6578338,681656.0,12.5,45137.0,43.53,12756.2,1637,42806,17982165
贵州省,4.01,701,1728,12.99,701.0,1049,2943,3.8,186476,12.99,2709138,145973.0,3.8,6134.0,2.04,3504.5,969,25942,1854262
云南省,5.85,623,2021,17.67,623.0,625,4089,6.1,171099,17.67,3422932,131583.0,6.1,8203.0,5.05,6016.6,1174,26264,3091636
西藏自治区,0.47,19,93,2.9,19.0,22,350,0.6,7674,2.9,494122,4536.0,0.6,39.0,,398.2,1279,48289,31384
陕西省,13.16,931,4392,17.14,931.0,1756,11898,11.5,459448,17.14,3806168,436433.0,11.5,26600.0,43.83,7177.8,2880,36815,4877838
甘肃省,5.82,356,1047,9.47,356.0,854,2178,4.9,179485,9.47,2310200,172353.0,4.9,10035.0,29.76,3071.7,1687,26746,2337574
青海省,0.68,262,228,3.97,262.0,81,431,1.7,28470,3.97,608034,25161.0,1.7,793.0,7.7,896.9,1033,44408,486195
宁夏回族自治区,1.24,111,606,4.33,111.0,266,1087,1.2,81192,4.33,702612,65694.0,1.2,3336.0,0.89,1139.2,1610,31069,734679
新疆维吾尔自治区,3.24,184,1493,14.84,184.0,459,2412,4.6,136881,14.84,2501661,124159.0,4.6,4489.0,7.4,4142.5,1414,29939,1600767
