地区,undergraduate_enrollment,RD_effec_patent,invention_granted,tech_invest,patent,RD_apply_patent,invention_apply,st_people,new_product_fund,st_fund,edu_expense,RD_fund,tech_job,ftime_equ_personnel,tech_market_turnover,GDP,ave_students_enrolled,wage_tech,new_product_sales_revenue
北京市,12.63,23749,94031,287.8,23749.0,20024,156312,59.3,3053943,287.8,11171250,2440875.0,59.3,50773.0,3453.89,24779.1,5218,132339,35640401
天津市,8.21,17422,37342,120.82,17422.0,16721,79963,11.3,2684642,120.82,5605736,3526665.0,11.3,84291.0,503.44,10879.5,4185,123312,57277739
河北省,16.72,7740,30130,45.5,7740.0,10396,44060,14.8,2465369,45.5,12861641,2858051.0,14.8,79452.0,39.54,26398.4,2141,69744,34762445
山西省,11.67,4468,10020,37.47,4468.0,3569,14948,7.5,681688,37.47,8442363,1008950.0,7.5,28927.0,51.2,11836.4,2504,58390,8333433
内蒙古自治区,5.96,2175,5522,35.72,2175.0,2585,8876,6.3,640669,35.72,7072130,1186261.0,6.3,29190.0,15.39,12949.0,2035,62973,6648406
辽宁省,16.6,10372,25182,68.92,10372.0,9190,42153,15.9,2442027,68.92,8781171,2418803.0,15.9,49097.0,267.49,20210.3,2876,66150,33373490
吉林省,11.78,2649,8878,41.39,2649.0,1972,14800,7.5,1167919,41.39,5975239,861541.0,7.5,23202.0,26.47,10018.0,3169,59844,18227484
黑龙江省,12.34,3351,18943,42.91,3351.0,3902,34611,11.2,722307,42.91,7040039,880392.0,11.2,31762.0,127.26,11690.0,2518,66168,5110495
上海市,8.92,30815,60623,271.85,30815.0,21725,100006,22.5,5716228,271.85,10131153,4742443.0,22.5,94981.0,663.78,26887.0,3330,158906,74709344
江苏省,25.6,85485,250290,371.96,85485.0,119927,428337,21.8,17117386,371.96,22463773,15065065.0,21.8,441304.0,572.92,71255.9,2896,91213,244632694
浙江省,14.8,31642,234983,250.79,31642.0,80512,307264,16.1,8989328,250.79,17568215,8535689.0,16.1,316672.0,98.1,43507.7,2414,98452,188391393
安徽省,15.76,28568,59039,147.94,28568.0,45598,127709,9.2,3804434,147.94,11578495,3221422.0,9.2,96791.0,190.47,23831.2,2309,69129,58822307
福建省,12.17,12424,61621,76.6,12424.0,24916,83146,8.6,2973967,76.6,10028329,3469810.0,8.6,99180.0,52.14,26819.5,2508,76956,35255547
江西省,12.38,4765,24161,74.79,4765.0,8561,36936,5.7,1445062,74.79,9732898,1474968.0,5.7,31321.0,64.85,16780.9,2654,66749,20586019
山东省,23.7,33785,98101,159.05,33785.0,42289,193220,18.0,11221423,159.05,20632259,12917718.0,18.0,241395.0,307.55,55288.8,2516,70959,146984304
河南省,24.17,11305,47766,83.25,11305.0,16518,74373,17.2,3065512,83.25,17411099,3688252.0,17.2,131051.0,45.04,37084.1,2293,56866,57894206
湖北省,20.77,16965,38781,157.36,16965.0,17315,74240,16.3,3644392,157.36,11435059,4072726.0,16.3,86813.0,789.34,30344.0,3038,74574,56769152
湖南省,16.77,19087,34075,66.26,19087.0,18175,54501,11.5,3315134,66.26,12223238,3525450.0,11.5,83821.0,105.06,28538.6,2215,55910,73497969
广东省,26.96,177047,241176,569.55,177047.0,106038,355939,34.7,18310389,569.55,30474906,15205497.0,34.7,411059.0,662.58,74732.4,2434,98929,226425002
广西壮族自治区,10.62,3731,13573,49.63,3731.0,4613,43696,9.5,903957,49.63,10111559,769190.0,9.5,19000.0,7.31,14797.8,2178,63754,16333703
海南省,2.7,1378,2061,12.38,1378.0,441,3127,2.2,105791,12.38,2809962,111841.0,2.2,3325.0,2.19,3734.2,2290,59332,1330871
重庆市,11.0,6328,38914,45.67,6328.0,20239,82791,8.0,2388537,45.67,7971003,1996609.0,8.0,45129.0,57.24,16040.5,3071,87023,45351174
四川省,20.59,17601,64953,96.69,17601.0,21912,110746,21.0,2145687,96.69,16409562,2238051.0,21.0,56841.0,282.32,30342.0,2312,86498,28924767
贵州省,6.44,4096,14115,58.68,4096.0,3782,18295,7.7,424215,58.68,9277347,457303.0,7.7,14916.0,25.96,10541.0,1819,64338,3944834
云南省,9.7,4605,11658,48.56,4605.0,3751,17603,10.0,631962,48.56,10455388,619588.0,10.0,16381.0,51.84,14960.0,1819,64270,5132031
西藏自治区,0.61,90,198,5.41,90.0,17,309,1.2,2986,5.41,1919434,2602.0,1.2,43.0,,1043.0,1766,99194,56367
陕西省,15.94,7506,33350,57.28,7506.0,7521,74904,18.3,1637909,57.28,9674438,1725829.0,18.3,45052.0,721.82,17898.8,3628,67134,10409950
甘肃省,7.1,1884,6912,29.85,1884.0,2230,14584,7.0,392974,29.85,6134547,486077.0,7.0,12578.0,129.7,6556.6,2194,67352,5740962
青海省,0.89,271,1217,11.22,271.0,305,2590,2.2,98825,11.22,2073501,65029.0,2.2,1285.0,46.88,2011.0,1275,69678,228191
宁夏回族自治区,1.89,908,1865,17.25,908.0,1429,4394,1.5,182332,17.25,1963258,200453.0,1.5,5470.0,3.52,2579.4,2244,71581,2826884
新疆维吾尔自治区,4.02,1553,8761,41.64,1553.0,2340,12250,6.4,331351,41.64,7132774,366180.0,6.4,7188.0,3.03,9306.9,1759,75478,4943911
