地区,undergraduate_enrollment,RD_effec_patent,invention_granted,tech_invest,patent,RD_apply_patent,invention_apply,st_people,new_product_fund,st_fund,edu_expense,RD_fund,tech_job,ftime_equ_personnel,tech_market_turnover,GDP,ave_students_enrolled,wage_tech,new_product_sales_revenue
北京市,13.48,55261,162824,410.96,55261.0,25147,254165,58.2,4523146,410.96,15085043,2974157.0,58.2,46172.0,6316.16,35943.3,5393,200894,53449397
天津市,9.14,24945,75434,118.17,24945.0,19033,111514,11.4,2386906,118.17,6031844,2287717.0,11.4,45227.0,1089.56,14008.0,4430,167961,38919876
河北省,21.83,28135,92196,101.76,28135.0,24815,125608,15.7,5621709,101.76,21282804,4854544.0,15.7,86337.0,554.96,36013.8,2700,99962,71909825
山西省,12.57,10218,27296,66.09,10218.0,8444,40302,7.9,1480910,66.09,10071575,1561790.0,7.9,32547.0,44.98,17835.6,2688,83282,23111205
内蒙古自治区,6.35,5799,17958,32.38,5799.0,5755,26224,6.3,1008454,32.38,8510492,1293714.0,6.3,18393.0,35.95,17258.0,2127,86557,12424598
辽宁省,17.51,28788,60185,72.71,28788.0,17790,86527,10.5,3584102,72.71,10988599,3353222.0,10.5,59978.0,632.81,25011.4,3487,102297,44409366
吉林省,12.21,6696,23951,39.94,6696.0,6476,34438,7.3,1788921,39.94,7204781,776448.0,7.3,11806.0,462.15,12256.0,3707,90778,22400315
黑龙江省,13.85,8260,28475,42.98,8260.0,5963,43252,5.6,915152,42.98,8422728,774634.0,5.6,14272.0,265.2,13633.4,2695,90288,8207463
上海市,9.82,62147,139780,406.2,62147.0,40630,210293,32.1,8689077,406.2,14427631,6350087.0,32.1,87957.0,1583.22,38963.3,3722,217700,101592157
江苏省,28.3,224512,499167,584.39,224512.0,196799,719452,26.6,28223651,584.39,33717331,23816885.0,26.6,538781.0,2087.85,102807.7,3653,142558,394428431
浙江省,15.59,93159,391700,472.13,93159.0,138589,507050,19.6,17652995,472.13,28846115,13958988.0,19.6,480493.0,1403.32,64689.1,2704,163113,283024993
安徽省,16.94,70467,119696,369.98,70467.0,66677,202298,11.1,7494349,369.98,17478565,6394211.0,11.1,139988.0,659.57,38061.5,2702,104463,120543819
福建省,13.05,44702,145928,149.44,44702.0,45774,174867,8.4,6787880,149.44,14160989,6669131.0,8.4,140850.0,163.54,43608.6,2866,128207,60975492
江西省,15.3,18715,80239,195.74,18715.0,30838,109738,7.1,4669998,195.74,15772884,3460219.0,7.1,100473.0,233.41,25782.0,3424,102246,72213414
山东省,26.67,78926,238778,298.62,78926.0,78928,337280,20.5,12580017,298.62,31022594,13656187.0,20.5,255281.0,1903.89,72798.2,3154,112510,170810782
河南省,29.29,36500,122809,254.28,36500.0,38206,178585,18.4,5262726,254.28,28022275,6855770.0,18.4,145464.0,379.78,54259.4,3223,86681,79074956
湖北省,22.35,49197,110102,287.85,49197.0,44035,163613,17.1,7280674,287.85,16783125,6109588.0,17.1,125066.0,1665.81,43004.5,3598,123331,95968820
湖南省,19.57,39805,78723,220.66,39805.0,36209,128573,13.3,7509542,220.66,18852587,6645286.0,13.3,121470.0,735.95,41542.6,3149,98683,83879023
广东省,29.71,435509,709725,955.73,435509.0,305665,967204,47.8,41271302,955.73,53869558,24999527.0,47.8,700017.0,3267.21,111151.6,3175,159036,443130513
广西壮族自治区,13.62,8667,34470,66.26,8667.0,7546,51712,8.6,1872393,66.26,15418302,1133332.0,8.6,20407.0,91.67,22120.9,3107,105029,25712986
海南省,3.15,1875,8578,35.67,1875.0,926,14360,2.5,213111,35.67,4632077,117021.0,2.5,2050.0,20.19,5566.2,2764,101088,1347310
重庆市,11.98,20650,55377,82.87,20650.0,19736,83826,7.7,3972680,82.87,11823943,3725610.0,7.7,69843.0,117.79,25041.4,3438,135736,58806719
四川省,24.29,42114,108386,181.7,42114.0,34536,160036,20.4,4874121,181.7,24660021,4276383.0,20.4,90128.0,1244.59,48501.6,2754,128671,49699120
贵州省,9.64,8487,34971,113.19,8487.0,7227,49200,5.5,960411,113.19,14479368,1053574.0,5.5,26261.0,249.11,17860.4,2654,103864,8760932
云南省,11.37,9515,28943,64.94,9515.0,9451,45153,9.6,1153684,64.94,16571342,1451454.0,9.6,28894.0,49.95,24555.7,2648,112615,12160954
西藏自治区,0.73,185,1702,8.99,185.0,92,2296,1.0,11290,8.99,3164861,8944.0,1.0,190.0,0.78,1902.7,1629,131623,34487
陕西省,17.75,21932,60524,56.45,21932.0,15187,99236,13.5,3063227,56.45,13169806,2684020.0,13.5,48809.0,1758.72,26014.1,4132,107580,24941898
甘肃省,7.4,4017,20991,32.07,4017.0,3829,30732,7.3,436109,32.07,8440554,521334.0,7.3,8614.0,233.16,8979.7,2627,105441,5780308
青海省,0.98,1061,4693,10.56,1061.0,1423,6736,2.0,123063,10.56,2931351,103699.0,2.0,1557.0,10.56,3009.8,1499,109599,2094604
宁夏回族自治区,2.31,3126,7710,27.91,3126.0,3774,12172,1.7,407112,27.91,2791933,453491.0,1.7,8333.0,16.81,3956.3,2691,109447,4592014
新疆维吾尔自治区,6.35,4580,12763,41.25,4580.0,4427,18843,6.7,419072,41.25,11029496,391939.0,6.7,4752.0,15.11,13800.7,2331,103693,6330868
