地区,undergraduate_enrollment,RD_effec_patent,invention_granted,tech_invest,patent,RD_apply_patent,invention_apply,st_people,new_product_fund,st_fund,edu_expense,RD_fund,tech_job,ftime_equ_personnel,tech_market_turnover,GDP,ave_students_enrolled,wage_tech,new_product_sales_revenue
北京市,11.85,5168,22921,126.31,5168.0,7016,50236,43.8,1417379,126.31,5289432,1137030.0,43.8,41546.0,1236.25,12900.9,6410,77632,28314951
天津市,7.09,3663,7404,34.0,3663.0,7162,19624,5.9,1356563,34.0,2381672,1238392.0,5.9,30074.0,105.46,5709.6,4432,67825,28262709
河北省,14.92,1539,6839,26.43,1539.0,3190,11361,8.4,870897,26.43,6145261,933016.0,8.4,36418.0,17.21,15306.9,1871,42809,11634045
山西省,7.77,856,3227,17.61,856.0,1798,6822,5.9,668441,17.61,3809096,603934.0,5.9,32703.0,16.21,7147.6,2050,30334,6296160
内蒙古自治区,5.16,422,1494,18.07,422.0,1050,2484,4.2,267573,18.07,3187733,390612.0,4.2,12307.0,14.77,7104.2,1794,35184,3340301
辽宁省,15.16,3061,12198,57.49,3061.0,6402,25803,10.8,2248810,57.49,5349184,1654323.0,10.8,48112.0,119.71,12815.7,2659,42903,25868782
吉林省,10.62,993,3275,18.98,993.0,1433,5934,6.4,374768,18.98,3006988,329615.0,6.4,14671.0,19.76,5434.8,2695,33927,28925805
黑龙江省,12.04,1618,5079,19.96,1618.0,1797,9014,11.4,708150,19.96,3486163,627240.0,11.4,27658.0,48.86,7218.9,2420,42405,5097624
上海市,9.03,9668,34913,215.31,9668.0,15472,62241,20.9,2991877,215.31,4937339,2365150.0,20.9,67420.0,435.41,15742.4,4393,76108,54440825
江苏省,22.88,14156,87286,117.02,14156.0,40043,174329,9.8,6919176,117.02,11054890,5707105.0,9.8,222625.0,108.22,34471.7,2786,53849,85236348
浙江省,13.28,11787,79945,99.3,11787.0,46402,108482,10.5,4182500,99.3,8911507,3301031.0,10.5,150888.0,56.46,22833.7,2303,53648,63482974
安徽省,12.42,3496,8594,36.47,3496.0,8504,16386,6.0,1442068,36.47,4873316,907544.0,6.0,37649.0,35.62,10864.7,1742,32019,15333831
福建省,9.6,2482,11282,27.89,2482.0,8075,17559,4.8,1382920,27.89,4479126,1144347.0,4.8,46433.0,23.26,12418.1,2039,37348,17674924
江西省,10.39,511,2915,13.4,511.0,1398,5224,5.0,466584,13.4,3776516,582649.0,5.0,19959.0,9.79,7630.0,2118,28934,5094716
山东省,20.08,6507,34513,62.88,6507.0,18441,66857,10.0,4757571,62.88,8397429,4567136.0,10.0,129892.0,71.94,29540.8,2153,40964,71919279
河南省,18.38,3388,11425,35.52,3388.0,7551,19589,11.1,1508454,35.52,7633496,1334943.0,11.1,69647.0,26.3,19181.0,1774,33250,17710388
湖北省,18.26,3834,11357,25.33,3834.0,7899,27206,10.7,1612357,25.33,5194495,1205733.0,10.7,50425.0,77.03,13192.1,2829,39246,18116899
湖南省,14.51,7864,8309,29.62,7864.0,7790,15948,7.6,1333370,29.62,5660684,1096144.0,7.6,38041.0,44.04,12772.8,2040,32558,231887749
广东省,20.83,27476,83621,168.5,27476.0,54922,125673,15.4,6294129,168.5,12843085,5523733.0,15.4,228907.0,170.98,39464.7,1952,61896,82955488
广西壮族自治区,6.68,761,2702,18.07,761.0,1322,4277,6.4,443277,18.07,3873253,324191.0,6.4,12042.0,1.77,7112.9,1436,33162,8223781
海南省,2.13,131,630,6.07,131.0,289,1040,1.6,27222,6.07,1175474,22616.0,1.6,1046.0,0.56,1620.3,2001,26211,249246
重庆市,8.52,1584,7501,15.55,1584.0,5567,13482,5.4,766572,15.55,3309977,564856.0,5.4,23279.0,38.32,6651.2,2317,47818,19029836
四川省,16.68,2456,20132,28.64,2456.0,4979,33047,13.1,1142995,28.64,8088479,817664.0,13.1,44370.0,54.6,14190.6,1732,47858,21846719
贵州省,4.93,781,2084,14.27,781.0,1481,3709,4.6,258805,14.27,3094113,187695.0,4.6,7234.0,1.78,3856.7,1043,28087,1891156
云南省,6.74,807,2923,18.99,807.0,1049,4633,6.4,261718,18.99,4408081,151147.0,6.4,6790.0,10.25,6574.4,1298,30110,2739668
西藏自治区,0.5,40,292,2.69,40.0,24,195,0.7,2102,2.69,597448,6376.0,0.7,378.0,,445.7,1317,52140,48166
陕西省,14.04,1636,6087,20.84,1636.0,2642,15570,12.8,701121,20.84,4637457,582497.0,12.8,25897.0,69.81,7997.8,3045,39550,6566624
甘肃省,6.25,790,1274,10.18,790.0,693,2676,5.0,163449,10.18,2761110,189931.0,5.0,10239.0,35.63,3268.3,1806,30173,2348957
青海省,0.73,150,368,4.78,150.0,114,499,2.1,31629,4.78,785820,41322.0,2.1,1551.0,8.5,939.7,1080,45158,542937
宁夏回族自治区,1.33,171,910,4.4,171.0,357,1277,1.2,98097,4.4,813071,77591.0,1.2,3568.0,0.9,1266.7,1721,34346,963234
新疆维吾尔自治区,3.32,447,1866,16.14,447.0,928,2872,4.7,118664,16.14,2959264,140932.0,4.7,5023.0,1.21,4237.0,1430,32633,1034710
