Province,Year,undergraduate_enrollment,RD_effec_patent,invention_granted,tech_invest,patent,RD_apply_patent,invention_apply,st_people,new_product_fund,st_fund,edu_expense,RD_fund,tech_job,ftime_equ_personnel,tech_market_turnover,GDP,ave_students_enrolled,new_product_sales_revenue
福建省,2022,13.74,55076.0,141536,153.0,55076.0,57792.0,163032,8.0,9211097.0,153.0,,8485871.0,8.0,193782.0,259.52,53109.9,3277.0,77576517.0
湖北省,2004,,1077.0,3280,,1077.0,1127.0,7960,,307234.0,,2985502.0,263306.0,,21065.0,46.17,5546.8,,5087244.0
湖北省,2005,14.74,,3860,,,,11534,,,,3392273.0,,,,50.18,6469.7,,
湖北省,2006,14.81,,4734,,,,14576,,,,2904962.0,,,,44.44,7531.8,,
湖北省,2007,15.78,,6616,18.76,,,17376,,,18.76,3689008.0,,,,52.21,9451.4,,
湖北省,2008,16.77,2047.0,8374,23.06,2047.0,3650.0,21147,10.1,1052415.0,23.06,4519593.0,872514.0,10.1,42282.0,62.9,11497.5,2724.0,17979118.0
湖北省,2009,18.26,3834.0,11357,25.33,3834.0,7899.0,27206,10.7,1612357.0,25.33,5194495.0,1205733.0,10.7,50425.0,77.03,13192.1,2829.0,18116899.0
湖北省,2010,20.25,,17362,30.09,,,31311,10.8,,30.09,5869164.0,,10.8,,90.72,16226.9,2906.0,
湖北省,2011,21.1,5379.0,19035,44.19,5379.0,9893.0,42510,11.6,2435245.0,44.19,6844038.0,2107553.0,11.6,71281.0,125.69,19942.5,2991.0,30994175.0
湖北省,2012,21.69,7025.0,24475,54.39,7025.0,12592.0,51316,13.5,2937086.0,54.39,,2633099.0,13.5,77087.0,196.39,22590.9,3078.0,36984125.0
湖北省,2013,21.52,8745.0,28760,77.21,8745.0,16321.0,50816,15.1,3317175.0,77.21,8972278.0,3117987.0,15.1,85826.0,397.62,25378.0,3144.0,46544784.0
湖北省,2014,20.38,12444.0,28290,134.46,12444.0,16839.0,59050,15.2,3646332.0,134.46,9874547.0,3629506.0,15.2,91456.0,580.68,28242.1,3121.0,52745891.0
湖北省,2015,20.77,16965.0,38781,157.36,16965.0,17315.0,74240,16.3,3644392.0,157.36,11435059.0,4072726.0,16.3,86813.0,789.34,30344.0,3038.0,56769152.0
湖北省,2016,21.28,23972.0,41822,190.11,23972.0,19574.0,95157,15.8,4076507.0,190.11,13009264.0,4459622.0,15.8,96340.0,903.84,33353.0,2950.0,67132019.0
湖北省,2017,21.3,25568.0,46369,234.27,25568.0,22244.0,110234,15.4,4640613.0,234.27,13821834.0,4689377.0,15.4,94241.0,1033.08,37235.0,3000.0,75234883.0
湖北省,2018,21.46,32421.0,64106,268.49,32421.0,28003.0,124535,15.8,5854098.0,268.49,14578340.0,5255194.0,15.8,105041.0,1204.09,42022.0,3088.0,88629723.0
湖北省,2019,21.74,38000.0,73940,319.28,38000.0,35149.0,141321,17.0,6909409.0,319.28,16067052.0,5865143.0,17.0,115743.0,1429.84,45429.0,3248.0,97076662.0
湖北省,2020,22.35,49197.0,110102,287.85,49197.0,44035.0,163613,17.1,7280674.0,287.85,16783125.0,6109588.0,17.1,125066.0,1665.81,43004.5,3598.0,95968820.0
湖北省,2021,22.47,61986.0,155169,314.57,61986.0,54807.0,175312,17.3,9324551.0,314.57,17932016.0,7235941.0,17.3,147504.0,2090.78,50091.2,3914.0,136955566.0
湖北省,2022,23.71,81317.0,160849,376.55,81317.0,59771.0,202118,17.5,10491710.0,376.55,,7931580.0,17.5,168695.0,3010.0,53734.9,4110.0,148093045.0
贵州省,2004,,212.0,737,,212.0,335.0,1486,,61168.0,,1142162.0,64875.0,,3927.0,1.35,1649.4,,757732.0
贵州省,2005,3.24,,925,,,,2226,,,,1394867.0,,,,1.05,1939.9,,
贵州省,2006,3.24,,1337,,,,2674,,,,1549737.0,,,,0.54,2264.1,,
贵州省,2007,3.95,,1727,9.98,,,2759,,,9.98,2070113.0,,,,0.66,2847.5,,
贵州省,2008,4.01,701.0,1728,12.99,701.0,1049.0,2943,3.8,186476.0,12.99,2709138.0,145973.0,3.8,6134.0,2.04,3504.5,969.0,1854262.0
贵州省,2009,4.93,781.0,2084,14.27,781.0,1481.0,3709,4.6,258805.0,14.27,3094113.0,187695.0,4.6,7234.0,1.78,3856.7,1043.0,1891156.0
贵州省,2010,5.36,,3086,16.66,,,4414,4.3,,16.66,3669550.0,,4.3,,7.72,4519.0,1109.0,
贵州省,2011,5.76,990.0,3386,21.68,990.0,2034.0,8351,4.6,362492.0,21.68,4510531.0,275217.0,4.6,9564.0,13.65,5615.6,1254.0,4442117.0
贵州省,2012,6.48,1370.0,6059,28.98,1370.0,2794.0,11296,5.4,400699.0,28.98,,315079.0,5.4,12135.0,9.67,6742.2,1392.0,3832764.0
贵州省,2013,6.68,1985.0,7915,34.27,1985.0,3446.0,17405,6.5,403004.0,34.27,6799795.0,342541.0,6.5,16049.0,18.4,7973.1,1535.0,3683200.0
贵州省,2014,6.57,3146.0,10107,44.34,3146.0,4051.0,22467,7.7,383864.0,44.34,7700061.0,410132.0,7.7,15659.0,20.04,9173.1,1690.0,4083736.0
贵州省,2015,6.44,4096.0,14115,58.68,4096.0,3782.0,18295,7.7,424215.0,58.68,9277347.0,457303.0,7.7,14916.0,25.96,10541.0,1819.0,3944834.0
贵州省,2016,8.15,5411.0,10425,69.3,5411.0,4341.0,25315,7.3,550466.0,69.3,10335342.0,556853.0,7.3,15774.0,20.44,11792.4,2005.0,5752002.0
贵州省,2017,8.67,6805.0,12559,87.72,6805.0,5344.0,34610,7.2,577811.0,87.72,12488005.0,648576.0,7.2,18786.0,80.74,13605.4,2129.0,6055568.0
贵州省,2018,9.18,6544.0,19456,102.88,6544.0,5976.0,44508,6.7,736265.0,102.88,12732768.0,762280.0,6.7,20041.0,171.1,15353.2,2254.0,7469914.0
贵州省,2019,9.47,7740.0,24729,114.13,7740.0,6919.0,44328,4.8,856777.0,114.13,13622935.0,910206.0,4.8,23164.0,227.18,16769.3,2453.0,8188302.0
贵州省,2020,9.64,8487.0,34971,113.19,8487.0,7227.0,49200,5.5,960411.0,113.19,14479368.0,1053574.0,5.5,26261.0,249.11,17860.4,2654.0,8760932.0
贵州省,2021,8.96,9357.0,39267,88.34,9357.0,8372.0,41733,5.5,1054368.0,88.34,15080783.0,1210567.0,5.5,26717.0,289.27,19458.6,2593.0,10207676.0
贵州省,2022,8.99,10342.0,29382,88.86,10342.0,9294.0,40555,5.3,1181164.0,88.86,,1317509.0,5.3,29129.0,390.72,20164.6,2608.0,13598616.0
河南省,2004,,810.0,3318,,810.0,1827.0,6318,,243735.0,,2999489.0,274981.0,,25197.0,20.32,8411.2,,4671530.0
河南省,2005,10.62,,3748,,,,8981,,,,3579528.0,,,,26.37,10243.5,,
河南省,2006,12.34,,5242,,,,11538,,,,4179475.0,,,,23.73,11977.9,,
河南省,2007,14.41,,6998,25.23,,,14916,,,25.23,5493997.0,,,,26.19,14824.5,,
河南省,2008,15.04,2102.0,9133,30.44,2102.0,5244.0,19090,11.9,1110969.0,30.44,6561523.0,976394.0,11.9,52482.0,25.44,17735.9,1648.0,14541593.0
河南省,2009,18.38,3388.0,11425,35.52,3388.0,7551.0,19589,11.1,1508454.0,35.52,7633496.0,1334943.0,11.1,69647.0,26.3,19181.0,1774.0,17710388.0
河南省,2010,21.13,,16539,44.67,,,25149,11.5,,44.67,9111164.0,,11.5,,27.2,22655.0,1839.0,
河南省,2011,20.39,4049.0,19259,56.59,4049.0,10186.0,34076,12.3,2053205.0,56.59,11821418.0,2137236.0,12.3,93833.0,38.76,26318.7,1901.0,25501566.0
河南省,2012,22.57,5133.0,26791,69.64,5133.0,12503.0,43442,13.1,2313506.0,69.64,,2489651.0,13.1,102846.0,39.94,28961.9,2012.0,25762027.0
河南省,2013,23.59,6470.0,29482,80.0,6470.0,14400.0,55920,14.8,2660106.0,80.0,15577127.0,2953410.0,14.8,125091.0,40.24,31632.5,2114.0,47914474.0
河南省,2014,23.55,8497.0,33366,81.25,8497.0,16505.0,62434,16.4,2971713.0,81.25,16385611.0,3372310.0,16.4,134256.0,40.79,34574.8,2203.0,51689500.0
河南省,2015,24.17,11305.0,47766,83.25,11305.0,16518.0,74373,17.2,3065512.0,83.25,17411099.0,3688252.0,17.2,131051.0,45.04,37084.1,2293.0,57894206.0
河南省,2016,25.62,15863.0,49145,96.1,15863.0,17457.0,94669,17.8,3370816.0,96.1,18902582.0,4096962.0,17.8,132731.0,58.71,40249.3,2352.0,61154137.0
河南省,2017,25.8,19457.0,55407,137.94,19457.0,22367.0,119240,17.1,3982301.0,137.94,21546749.0,4722542.0,17.1,123619.0,76.85,44824.9,2455.0,70958863.0
河南省,2018,27.99,23857.0,82318,155.67,23857.0,27603.0,154381,14.0,4481123.0,155.67,24293502.0,5289250.0,14.0,128054.0,149.28,49935.9,2653.0,76882017.0
河南省,2019,28.73,30245.0,86247,211.07,30245.0,30397.0,144010,17.6,4980837.0,211.07,26685217.0,6087153.0,17.6,140361.0,231.89,53717.8,2913.0,67883527.0
河南省,2020,29.29,36500.0,122809,254.28,36500.0,38206.0,178585,18.4,5262726.0,254.28,28022275.0,6855770.0,18.4,145464.0,379.78,54259.4,3223.0,79074956.0
河南省,2021,29.73,42849.0,158038,329.25,42849.0,45391.0,167550,18.4,5943870.0,329.25,27674810.0,7640132.0,18.4,162562.0,607.33,58071.4,3424.0,88258121.0
河南省,2022,31.52,45993.0,135990,409.2,45993.0,47069.0,169106,18.0,6671623.0,409.2,,8455419.0,18.0,175486.0,1020.75,61345.1,3652.0,106560217.0
青海省,2004,,42.0,70,,42.0,73.0,124,,8848.0,,225275.0,20137.0,,1306.0,1.28,443.7,,38551.0
青海省,2005,0.57,,79,,,,216,,,,287259.0,,,,1.18,499.4,,
青海省,2006,0.59,,97,,,,325,,,,373988.0,,,,2.47,585.2,,
青海省,2007,0.63,,222,2.52,,,387,,,2.52,458238.0,,,,5.3,720.1,,
青海省,2008,0.68,262.0,228,3.97,262.0,81.0,431,1.7,28470.0,3.97,608034.0,25161.0,1.7,793.0,7.7,896.9,1033.0,486195.0
青海省,2009,0.73,150.0,368,4.78,150.0,114.0,499,2.1,31629.0,4.78,785820.0,41322.0,2.1,1551.0,8.5,939.7,1080.0,542937.0
青海省,2010,0.76,,264,4.08,,,602,2.3,,4.08,1062206.0,,2.3,,11.41,1144.2,1119.0,
青海省,2011,0.8,87.0,538,3.76,87.0,168.0,732,2.7,34745.0,3.76,1552462.0,81965.0,2.7,1833.0,16.84,1370.4,1082.0,86513.0
青海省,2012,0.85,170.0,527,7.18,170.0,215.0,844,2.8,74374.0,7.18,,84197.0,2.8,2020.0,19.3,1528.5,1133.0,103773.0
青海省,2013,0.88,205.0,502,8.39,205.0,334.0,1099,2.3,87949.0,8.39,1569408.0,89540.0,2.3,2039.0,26.89,1713.3,1162.0,125430.0
青海省,2014,0.87,246.0,619,10.39,246.0,384.0,1534,2.3,99766.0,10.39,1976886.0,92528.0,2.3,2068.0,29.1,1847.7,1220.0,85659.0
青海省,2015,0.89,271.0,1217,11.22,271.0,305.0,2590,2.2,98825.0,11.22,2073501.0,65029.0,2.2,1285.0,46.88,2011.0,1275.0,228191.0
青海省,2016,0.92,393.0,1357,10.9,393.0,612.0,3284,2.2,62146.0,10.9,2162973.0,77940.0,2.2,1750.0,56.92,2258.2,1319.0,379404.0
青海省,2017,0.99,399.0,1580,11.94,399.0,729.0,3181,2.3,87570.0,11.94,2343469.0,83276.0,2.3,1799.0,67.72,2465.1,1391.0,1027045.0
青海省,2018,1.08,559.0,2668,12.8,559.0,859.0,4439,2.2,86575.0,12.8,2640309.0,67716.0,2.2,1157.0,79.36,2748.0,1426.0,1232662.0
青海省,2019,1.11,760.0,3046,10.37,760.0,1088.0,5017,1.8,91755.0,10.37,2894894.0,93712.0,1.8,2379.0,9.1,2941.1,1486.0,1233887.0
青海省,2020,0.98,1061.0,4693,10.56,1061.0,1423.0,6736,2.0,123063.0,10.56,2931351.0,103699.0,2.0,1557.0,10.56,3009.8,1499.0,2094604.0
青海省,2021,1.22,1224.0,6591,12.19,1224.0,1354.0,7448,2.1,168851.0,12.19,3066904.0,138488.0,2.1,1626.0,14.1,3385.1,1613.0,1714617.0
青海省,2022,1.23,1740.0,5276,9.45,1740.0,1423.0,7590,1.9,213279.0,9.45,,149214.0,1.9,1878.0,16.03,3610.1,1738.0,3751761.0
陕西省,2004,,344.0,2007,,344.0,529.0,3217,,175951.0,,2047443.0,257862.0,,15714.0,13.91,3141.6,,2181959.0
陕西省,2005,10.26,,1894,,,,4166,,,,2331533.0,,,,18.9,3817.2,,
陕西省,2006,11.04,,2473,,,,5717,,,,2288723.0,,,,17.95,4595.6,,
陕西省,2007,12.2,,3451,13.3,,,8499,,,13.3,2855270.0,,,,30.17,5681.8,,
陕西省,2008,13.16,931.0,4392,17.14,931.0,1756.0,11898,11.5,459448.0,17.14,3806168.0,436433.0,11.5,26600.0,43.83,7177.8,2880.0,4877838.0
陕西省,2009,14.04,1636.0,6087,20.84,1636.0,2642.0,15570,12.8,701121.0,20.84,4637457.0,582497.0,12.8,25897.0,69.81,7997.8,3045.0,6566624.0
陕西省,2010,15.49,,10034,25.25,,,22949,12.8,,25.25,5143635.0,,12.8,,102.41,9845.2,3208.0,
陕西省,2011,16.7,2464.0,11662,29.01,2464.0,4393.0,32227,14.4,1065457.0,29.01,6838342.0,966768.0,14.4,30829.0,215.37,12175.1,3378.0,9657071.0
陕西省,2012,18.68,4752.0,14908,34.94,4752.0,5467.0,43608,14.4,1285251.0,34.94,,1192770.0,14.4,36728.0,334.82,14142.4,3525.0,8715851.0
陕西省,2013,17.18,5449.0,20836,38.02,5449.0,7258.0,57287,16.7,1799803.0,38.02,8926920.0,1401480.0,16.7,45809.0,533.28,15905.4,3612.0,10154791.0
陕西省,2014,16.84,6675.0,22820,44.86,6675.0,7354.0,56235,17.8,1710125.0,44.86,9101672.0,1606946.0,17.8,50753.0,640.02,17402.5,3652.0,11267648.0
陕西省,2015,15.94,7506.0,33350,57.28,7506.0,7521.0,74904,18.3,1637909.0,57.28,9674438.0,1725829.0,18.3,45052.0,721.82,17898.8,3628.0,10409950.0
陕西省,2016,16.1,11520.0,48455,62.01,11520.0,8142.0,69611,18.2,1898166.0,62.01,10049114.0,1844216.0,18.2,45362.0,802.79,19045.8,3540.0,12364855.0
陕西省,2017,16.46,14806.0,34554,79.34,14806.0,9232.0,98935,18.7,2042467.0,79.34,10545862.0,1963697.0,18.7,44672.0,920.94,21473.5,3582.0,17148934.0
陕西省,2018,16.74,16892.0,41479,87.22,16892.0,10182.0,76512,17.0,2350624.0,87.22,11375081.0,2165554.0,17.0,39315.0,1125.29,23941.9,3562.0,20333648.0
陕西省,2019,17.2,18774.0,44101,71.38,18774.0,12797.0,92087,12.9,2654451.0,71.38,12490355.0,2408037.0,12.9,42983.0,1467.35,25793.2,3812.0,25660429.0
陕西省,2020,17.75,21932.0,60524,56.45,21932.0,15187.0,99236,13.5,3063227.0,56.45,13169806.0,2684020.0,13.5,48809.0,1758.72,26014.1,4132.0,24941898.0
陕西省,2021,17.78,24226.0,86272,93.0,24226.0,16285.0,105652,13.5,3524257.0,93.0,14151375.0,3196867.0,13.5,50997.0,2343.44,30121.7,4279.0,38113676.0
陕西省,2022,18.14,27942.0,79375,109.78,27942.0,19071.0,108096,13.4,3767599.0,109.78,,3544104.0,13.4,60713.0,3048.73,32772.7,4409.0,43640760.0
内蒙古自治区,2004,,189.0,831,,189.0,397.0,1457,,40711.0,,1115216.0,49782.0,,5579.0,10.41,2942.4,,2643012.0
内蒙古自治区,2005,3.02,,845,,,,1455,,,,1293432.0,,,,10.99,3523.7,,
内蒙古自治区,2006,3.51,,978,,,,1946,,,,1480999.0,,,,10.71,4161.8,,
内蒙古自治区,2007,4.15,,1313,9.22,,,2015,,,9.22,2019987.0,,,,10.98,5166.9,,
内蒙古自治区,2008,4.56,288.0,1328,15.36,288.0,673.0,2221,4.2,203699.0,15.36,2625527.0,291985.0,4.2,11752.0,9.44,6242.4,1650.0,3439675.0
内蒙古自治区,2009,5.16,422.0,1494,18.07,422.0,1050.0,2484,4.2,267573.0,18.07,3187733.0,390612.0,4.2,12307.0,14.77,7104.2,1794.0,3340301.0
内蒙古自治区,2010,5.57,,2096,21.39,,,2912,4.3,,21.39,4143731.0,,4.3,,27.15,8199.9,1884.0,
内蒙古自治区,2011,5.52,467.0,2262,28.21,467.0,1250.0,3841,4.4,534739.0,28.21,5040005.0,701635.0,4.4,17645.0,22.67,9458.1,1920.0,5188902.0
内蒙古自治区,2012,5.62,922.0,3084,27.61,922.0,1650.0,4732,4.9,529251.0,27.61,,858477.0,4.9,21509.0,106.1,10470.1,2042.0,5814946.0
内蒙古自治区,2013,5.84,1444.0,3836,31.64,1444.0,2062.0,6388,6.1,619217.0,31.64,6121559.0,1004406.0,6.1,26990.0,38.74,11392.4,2137.0,6285040.0
内蒙古自治区,2014,5.85,1660.0,4031,32.87,1660.0,2269.0,6359,6.2,688680.0,32.87,6393778.0,1080287.0,6.2,27068.0,13.94,12158.2,2156.0,5573230.0
内蒙古自治区,2015,5.96,2175.0,5522,35.72,2175.0,2585.0,8876,6.3,640669.0,35.72,7072130.0,1186261.0,6.3,29190.0,15.39,12949.0,2035.0,6648406.0
内蒙古自治区,2016,6.26,3103.0,5846,32.38,3103.0,2970.0,10672,5.9,727898.0,32.38,7624806.0,1279853.0,5.9,30126.0,12.05,13789.3,1937.0,7796103.0
内蒙古自治区,2017,6.24,3837.0,6271,33.67,3837.0,3796.0,11701,6.0,672557.0,33.67,7601337.0,1082640.0,6.0,23243.0,19.61,14898.1,1969.0,11244704.0
内蒙古自治区,2018,6.28,3909.0,9625,26.05,3909.0,3769.0,16426,5.6,710278.0,26.05,7759014.0,1033594.0,5.6,15777.0,19.84,16140.8,1984.0,10282645.0
内蒙古自治区,2019,6.32,5491.0,11059,28.49,5491.0,5064.0,21069,7.0,925345.0,28.49,8105720.0,1183625.0,7.0,15001.0,22.48,17212.5,2053.0,11274431.0
内蒙古自治区,2020,6.35,5799.0,17958,32.38,5799.0,5755.0,26224,6.3,1008454.0,32.38,8510492.0,1293714.0,6.3,18393.0,35.95,17258.0,2127.0,12424598.0
内蒙古自治区,2021,6.38,6847.0,24362,35.28,6847.0,7722.0,29462,5.9,1492892.0,35.28,8595861.0,1547744.0,5.9,15433.0,41.15,21166.0,2351.0,16554915.0
内蒙古自治区,2022,6.44,7911.0,24640,42.99,7911.0,9065.0,32921,5.6,1755523.0,42.99,,1708541.0,5.6,24931.0,51.3,23158.6,2493.0,31474555.0
重庆市,2004,,484.0,3601,,484.0,2918.0,5171,,172622.0,,1434395.0,154250.0,,11111.0,59.62,3059.5,,5089043.0
重庆市,2005,5.95,,3591,,,,6260,,,,1731033.0,,,,35.71,3448.4,,
重庆市,2006,6.64,,4590,,,,6471,,,,1681572.0,,,,55.35,3900.3,,
重庆市,2007,7.17,,4994,11.05,,,6715,,,11.05,2309734.0,,,,39.57,4770.7,,
重庆市,2008,7.63,1058.0,4820,15.13,1058.0,4490.0,8324,5.3,630399.0,15.13,2662580.0,465280.0,5.3,23174.0,62.19,5899.5,2192.0,16811441.0
重庆市,2009,8.52,1584.0,7501,15.55,1584.0,5567.0,13482,5.4,766572.0,15.55,3309977.0,564856.0,5.4,23279.0,38.32,6651.2,2317.0,19029836.0
重庆市,2010,9.64,,12080,17.9,,,22825,5.5,,17.9,4068437.0,,5.5,,79.44,8065.3,2413.0,
重庆市,2011,10.17,2532.0,15525,25.04,2532.0,8121.0,32039,5.1,1073308.0,25.04,5039550.0,943975.0,5.1,27652.0,68.15,10161.2,2522.0,30280328.0
重庆市,2012,11.04,3714.0,20364,29.84,3714.0,9784.0,38924,5.7,1266058.0,29.84,,1171045.0,5.7,31577.0,54.02,11595.4,2734.0,24299198.0
重庆市,2013,10.52,4792.0,24828,38.65,4792.0,12221.0,49036,6.4,1438649.0,38.65,6565622.0,1388199.0,6.4,36605.0,90.28,13027.6,2894.0,26961130.0
重庆市,2014,10.61,6272.0,24312,38.16,6272.0,12908.0,55298,7.7,1863801.0,38.16,6979973.0,1664720.0,7.7,43797.0,156.2,14623.8,3017.0,36107819.0
重庆市,2015,11.0,6328.0,38914,45.67,6328.0,20239.0,82791,8.0,2388537.0,45.67,7971003.0,1996609.0,8.0,45129.0,57.24,16040.5,3071.0,45351174.0
重庆市,2016,11.16,8585.0,42738,51.62,8585.0,17511.0,59518,8.1,3025777.0,51.62,8863208.0,2374859.0,8.1,47392.0,147.19,18023.0,3059.0,50143454.0
重庆市,2017,11.29,12472.0,34780,59.31,12472.0,17269.0,64648,8.2,3252278.0,59.31,9483526.0,2799986.0,8.2,56416.0,51.36,20066.3,3084.0,53227016.0
重庆市,2018,11.39,17579.0,45688,68.59,17579.0,18049.0,72121,8.2,3094253.0,68.59,10216274.0,2992091.0,8.2,61956.0,188.35,21588.8,3081.0,42163130.0
重庆市,2019,11.77,18281.0,43872,79.23,18281.0,16650.0,67271,7.6,3421298.0,79.23,11442967.0,3358918.0,7.6,62424.0,56.65,23605.8,3258.0,43654109.0
重庆市,2020,11.98,20650.0,55377,82.87,20650.0,19736.0,83826,7.7,3972680.0,82.87,11823943.0,3725610.0,7.7,69843.0,117.79,25041.4,3438.0,58806719.0
重庆市,2021,11.97,24388.0,76206,92.64,24388.0,22240.0,83555,8.2,4904174.0,92.64,12761688.0,4245267.0,8.2,83845.0,184.52,28077.3,3605.0,69951788.0
重庆市,2022,12.27,27681.0,66467,98.89,27681.0,26245.0,86751,8.4,5440210.0,98.89,,4793346.0,8.4,83623.0,559.47,29129.0,3838.0,67957239.0
